,Protein ID,plasma,type_x,liver,type_y,Gene name,Genename_ProteinID
15822,P08603,6.22,plasma,5.04,liver,CFH,CFH__P08603
15823,P04114,6.22,plasma,5.37,liver,APOB,APOB__P04114
15824,P01042,6.22,plasma,5.11,liver,KNG1,KNG1__P01042
15825,P01860,6.22,plasma,5.62,liver,P01860,P01860__P01860
15826,P01860,6.22,plasma,5.86,liver,P01860,P01860__P01860
15827,A0A024R6I7,6.22,plasma,6.12,liver,SERPINA1,SERPINA1__A0A024R6I7
15828,O15195,6.22,plasma,5.46,liver,VILL,VILL__O15195
15829,P19652,6.22,plasma,6.15,liver,ORM2,ORM2__P19652
15830,P08603,6.22,plasma,5.24,liver,CFH,CFH__P08603
15831,P01624,6.22,plasma,5.84,liver,IGKV3-15,IGKV3-15__P01624
15832,O43866,6.22,plasma,4.87,liver,CD5L,CD5L__O43866
15833,C9JF17,6.22,plasma,6.1,liver,APOD,APOD__C9JF17
15834,B0YIW2,6.22,plasma,6.24,liver,APOC3,APOC3__B0YIW2
15835,O15195,6.22,plasma,5.55,liver,VILL,VILL__O15195
15836,D6RD17,6.22,plasma,5.61,liver,D6RD17,D6RD17__D6RD17
15837,P02765,6.22,plasma,5.59,liver,AHSG,AHSG__P02765
15838,D6RD17,6.22,plasma,5.66,liver,D6RD17,D6RD17__D6RD17
15839,P08603,6.22,plasma,5.43,liver,CFH,CFH__P08603
15840,P19652,6.22,plasma,6.2,liver,ORM2,ORM2__P19652
15841,P01860,6.22,plasma,5.58,liver,P01860,P01860__P01860
15842,A0A0A0MRZ8,6.22,plasma,5.7,liver,IGKV3D-11;IGKV3-11,IGKV3D-11;IGKV3-11__A0A0A0MRZ8
15843,P01042,6.22,plasma,5.21,liver,KNG1,KNG1__P01042
15844,P01860,6.22,plasma,5.93,liver,P01860,P01860__P01860
15845,P01042,6.22,plasma,5.12,liver,KNG1,KNG1__P01042
15846,B4E1Z4,6.22,plasma,5.63,liver,B4E1Z4,B4E1Z4__B4E1Z4
15847,P19652,6.22,plasma,6.33,liver,ORM2,ORM2__P19652
15848,P04114,6.22,plasma,5.5,liver,APOB,APOB__P04114
15849,B0YIW2,6.22,plasma,6.3,liver,APOC3,APOC3__B0YIW2
15850,A0A0J9YYC8,6.22,plasma,5.47,liver,PRSS2,PRSS2__A0A0J9YYC8
15851,P02765,6.22,plasma,5.54,liver,AHSG,AHSG__P02765
15852,P05155,6.23,plasma,5.56,liver,SERPING1,SERPING1__P05155
15853,P05155,6.23,plasma,5.81,liver,SERPING1,SERPING1__P05155
15854,P04217-2,6.23,plasma,5.77,liver,A1BG,A1BG__P04217-2
15855,P01042,6.23,plasma,5.15,liver,KNG1,KNG1__P01042
15856,A0A0G2JMB2,6.23,plasma,5.91,liver,IGHA2,IGHA2__A0A0G2JMB2
15857,P01042,6.23,plasma,5.09,liver,KNG1,KNG1__P01042
15858,P01042,6.23,plasma,5.29,liver,KNG1,KNG1__P01042
15859,B4E1Z4,6.23,plasma,5.56,liver,B4E1Z4,B4E1Z4__B4E1Z4
15860,C9JF17,6.23,plasma,5.99,liver,APOD,APOD__C9JF17
15861,B4E1Z4,6.23,plasma,5.47,liver,B4E1Z4,B4E1Z4__B4E1Z4
15862,P04114,6.23,plasma,5.64,liver,APOB,APOB__P04114
15863,P01619,6.23,plasma,5.77,liver,IGKV3-20,IGKV3-20__P01619
15864,P01042,6.23,plasma,5.18,liver,KNG1,KNG1__P01042
15865,P01860,6.23,plasma,5.81,liver,P01860,P01860__P01860
15866,P01042,6.23,plasma,5.26,liver,KNG1,KNG1__P01042
15867,K7ERI9,6.23,plasma,6.04,liver,APOC1,APOC1__K7ERI9
15868,A0A286YFJ8,6.23,plasma,5.69,liver,IGHG4,IGHG4__A0A286YFJ8
15869,P04217-2,6.23,plasma,5.62,liver,A1BG,A1BG__P04217-2
15870,P01042,6.23,plasma,5.23,liver,KNG1,KNG1__P01042
15871,P04114,6.23,plasma,5.73,liver,APOB,APOB__P04114
15872,P04217-2,6.23,plasma,5.61,liver,A1BG,A1BG__P04217-2
15873,B0YIW2,6.23,plasma,6.43,liver,APOC3,APOC3__B0YIW2
15874,P04217-2,6.23,plasma,5.71,liver,A1BG,A1BG__P04217-2
15875,P06312,6.23,plasma,5.02,liver,IGKV4-1,IGKV4-1__P06312
15876,A0A0A0MRZ8,6.23,plasma,5.72,liver,IGKV3D-11;IGKV3-11,IGKV3D-11;IGKV3-11__A0A0A0MRZ8
15877,A0A0G2JMB2,6.23,plasma,6.18,liver,IGHA2,IGHA2__A0A0G2JMB2
15878,P19652,6.23,plasma,6.16,liver,ORM2,ORM2__P19652
15879,P02765,6.23,plasma,5.66,liver,AHSG,AHSG__P02765
15880,P00450,6.23,plasma,5.59,liver,CP,CP__P00450
15881,P01619,6.23,plasma,5.65,liver,IGKV3-20,IGKV3-20__P01619
15882,B4E1Z4,6.23,plasma,5.42,liver,B4E1Z4,B4E1Z4__B4E1Z4
15883,A0A0A0MS09,6.23,plasma,5.77,liver,IGHD,IGHD__A0A0A0MS09
15884,P01780,6.23,plasma,4.91,liver,IGHV3-7,IGHV3-7__P01780
15885,P01780,6.23,plasma,5.06,liver,IGHV3-7,IGHV3-7__P01780
15886,A0A0B4J2B5,6.23,plasma,5.46,liver,IGHV3OR16-9,IGHV3OR16-9__A0A0B4J2B5
15887,P00747,6.23,plasma,5.37,liver,PLG,PLG__P00747
15888,P04217-2,6.23,plasma,5.68,liver,A1BG,A1BG__P04217-2
15889,P01780,6.23,plasma,5.18,liver,IGHV3-7,IGHV3-7__P01780
15890,P04114,6.23,plasma,5.79,liver,APOB,APOB__P04114
15891,P05155,6.23,plasma,5.66,liver,SERPING1,SERPING1__P05155
15892,P01042,6.23,plasma,5.25,liver,KNG1,KNG1__P01042
15893,P02753,6.23,plasma,5.44,liver,RBP4,RBP4__P02753
15894,O15195,6.24,plasma,5.61,liver,VILL,VILL__O15195
15895,P08603,6.24,plasma,4.97,liver,CFH,CFH__P08603
15896,P05155,6.24,plasma,5.82,liver,SERPING1,SERPING1__P05155
15897,C9JF17,6.24,plasma,5.96,liver,APOD,APOD__C9JF17
15898,A0A286YFJ8,6.24,plasma,5.59,liver,IGHG4,IGHG4__A0A286YFJ8
15899,P05155,6.24,plasma,5.75,liver,SERPING1,SERPING1__P05155
15900,B0YIW2,6.24,plasma,6.4,liver,APOC3,APOC3__B0YIW2
15901,P19652,6.24,plasma,6.22,liver,ORM2,ORM2__P19652
15902,C9JF17,6.24,plasma,6.06,liver,APOD,APOD__C9JF17
15903,P01780,6.24,plasma,5.21,liver,IGHV3-7,IGHV3-7__P01780
15904,A0A286YFJ8,6.24,plasma,5.07,liver,IGHG4,IGHG4__A0A286YFJ8
15905,A0A0B4J2B5,6.24,plasma,5.24,liver,IGHV3OR16-9,IGHV3OR16-9__A0A0B4J2B5
15906,P01042,6.24,plasma,5.16,liver,KNG1,KNG1__P01042
15907,P01042,6.24,plasma,5.2,liver,KNG1,KNG1__P01042
15908,P01619,6.24,plasma,5.85,liver,IGKV3-20,IGKV3-20__P01619
15909,P01780,6.24,plasma,4.83,liver,IGHV3-7,IGHV3-7__P01780
15910,P05155,6.24,plasma,5.75,liver,SERPING1,SERPING1__P05155
15911,A0A0A0MRZ8,6.24,plasma,5.97,liver,IGKV3D-11;IGKV3-11,IGKV3D-11;IGKV3-11__A0A0A0MRZ8
15912,A0A0J9YY99,6.24,plasma,4.89,liver,A0A0J9YY99,A0A0J9YY99__A0A0J9YY99
15913,O15195,6.24,plasma,5.77,liver,VILL,VILL__O15195
15914,P01042,6.24,plasma,5.16,liver,KNG1,KNG1__P01042
15915,C9JF17,6.24,plasma,5.92,liver,APOD,APOD__C9JF17
15916,O15195,6.24,plasma,5.62,liver,VILL,VILL__O15195
15917,P04114,6.24,plasma,5.72,liver,APOB,APOB__P04114
15918,P01042,6.24,plasma,5.13,liver,KNG1,KNG1__P01042
15919,P01042,6.24,plasma,5.05,liver,KNG1,KNG1__P01042
15920,P08603,6.24,plasma,5.22,liver,CFH,CFH__P08603
15921,O15195,6.24,plasma,5.68,liver,VILL,VILL__O15195
15922,P02765,6.24,plasma,5.37,liver,AHSG,AHSG__P02765
15923,P01042,6.24,plasma,5.21,liver,KNG1,KNG1__P01042
15924,P01042,6.24,plasma,5.43,liver,KNG1,KNG1__P01042
15925,P19652,6.24,plasma,6.24,liver,ORM2,ORM2__P19652
15926,P04217-2,6.24,plasma,5.51,liver,A1BG,A1BG__P04217-2
15927,P01700,6.24,plasma,5.54,liver,IGLV1-47,IGLV1-47__P01700
15928,A0A286YFJ8,6.24,plasma,5.55,liver,IGHG4,IGHG4__A0A286YFJ8
15929,P08603,6.24,plasma,5.2,liver,CFH,CFH__P08603
15930,P01624,6.24,plasma,5.91,liver,IGKV3-15,IGKV3-15__P01624
15931,P19652,6.24,plasma,6.34,liver,ORM2,ORM2__P19652
15932,P80748,6.24,plasma,5.72,liver,IGLV3-21,IGLV3-21__P80748
15933,P01619,6.25,plasma,5.57,liver,IGKV3-20,IGKV3-20__P01619
15934,P01624,6.25,plasma,5.73,liver,IGKV3-15,IGKV3-15__P01624
15935,P04114,6.25,plasma,5.88,liver,APOB,APOB__P04114
15936,P01860,6.25,plasma,5.56,liver,P01860,P01860__P01860
15937,P02765,6.25,plasma,5.43,liver,AHSG,AHSG__P02765
15938,P02765,6.25,plasma,5.69,liver,AHSG,AHSG__P02765
15939,P08603,6.25,plasma,5.0,liver,CFH,CFH__P08603
15940,P01860,6.25,plasma,5.72,liver,P01860,P01860__P01860
15941,P05155,6.25,plasma,5.72,liver,SERPING1,SERPING1__P05155
15942,P01042,6.25,plasma,5.29,liver,KNG1,KNG1__P01042
15943,O15195,6.25,plasma,5.49,liver,VILL,VILL__O15195
15944,P01042,6.25,plasma,5.35,liver,KNG1,KNG1__P01042
15945,A0A0G2JMB2,6.25,plasma,6.11,liver,IGHA2,IGHA2__A0A0G2JMB2
15946,A0A0B4J2B5,6.25,plasma,5.63,liver,IGHV3OR16-9,IGHV3OR16-9__A0A0B4J2B5
15947,B0YIW2,6.25,plasma,6.49,liver,APOC3,APOC3__B0YIW2
15948,O15195,6.25,plasma,5.49,liver,VILL,VILL__O15195
15949,P02749,6.25,plasma,5.82,liver,APOH,APOH__P02749
15950,P05783,6.25,plasma,7.39,liver,P05783,P05783__P05783
15951,P49327,6.25,plasma,6.81,liver,FASN,FASN__P49327
15952,P05155,6.25,plasma,5.86,liver,SERPING1,SERPING1__P05155
15953,P01042,6.25,plasma,5.18,liver,KNG1,KNG1__P01042
15954,P01042,6.25,plasma,5.21,liver,KNG1,KNG1__P01042
15955,P01624,6.25,plasma,5.91,liver,IGKV3-15,IGKV3-15__P01624
15956,P02765,6.25,plasma,5.47,liver,AHSG,AHSG__P02765
15957,P05155,6.25,plasma,5.89,liver,SERPING1,SERPING1__P05155
15958,P05155,6.25,plasma,5.71,liver,SERPING1,SERPING1__P05155
15959,P13645,6.25,plasma,5.74,liver,KRT10,KRT10__P13645
15960,P01042,6.25,plasma,5.24,liver,KNG1,KNG1__P01042
15961,B4E1Z4,6.25,plasma,5.42,liver,B4E1Z4,B4E1Z4__B4E1Z4
15962,A0A0G2JMB2,6.25,plasma,5.92,liver,IGHA2,IGHA2__A0A0G2JMB2
15963,B0YIW2,6.25,plasma,6.06,liver,APOC3,APOC3__B0YIW2
15964,P13645,6.25,plasma,5.52,liver,KRT10,KRT10__P13645
15965,O15195,6.26,plasma,5.8,liver,VILL,VILL__O15195
15966,A0A0A0MRZ8,6.26,plasma,5.48,liver,IGKV3D-11;IGKV3-11,IGKV3D-11;IGKV3-11__A0A0A0MRZ8
15967,O75460,6.26,plasma,4.22,liver,ERN1,ERN1__O75460
15968,B0YIW2,6.26,plasma,6.28,liver,APOC3,APOC3__B0YIW2
15969,A0A0G2JMB2,6.26,plasma,6.16,liver,IGHA2,IGHA2__A0A0G2JMB2
15970,P19652,6.26,plasma,6.13,liver,ORM2,ORM2__P19652
15971,P01042,6.26,plasma,5.14,liver,KNG1,KNG1__P01042
15972,P01042,6.26,plasma,5.28,liver,KNG1,KNG1__P01042
15973,P01042,6.26,plasma,5.16,liver,KNG1,KNG1__P01042
15974,D6RD17,6.26,plasma,5.53,liver,D6RD17,D6RD17__D6RD17
15975,P01042,6.26,plasma,5.38,liver,KNG1,KNG1__P01042
15976,C9JF17,6.26,plasma,5.94,liver,APOD,APOD__C9JF17
15977,A0A0A0MRZ8,6.26,plasma,5.37,liver,IGKV3D-11;IGKV3-11,IGKV3D-11;IGKV3-11__A0A0A0MRZ8
15978,P01042,6.26,plasma,5.2,liver,KNG1,KNG1__P01042
15979,P08603,6.26,plasma,5.06,liver,CFH,CFH__P08603
15980,P08603,6.26,plasma,5.14,liver,CFH,CFH__P08603
15981,P19652,6.26,plasma,6.36,liver,ORM2,ORM2__P19652
15982,P19652,6.26,plasma,6.27,liver,ORM2,ORM2__P19652
15983,P02765,6.26,plasma,5.54,liver,AHSG,AHSG__P02765
15984,K7ERI9,6.26,plasma,6.04,liver,APOC1,APOC1__K7ERI9
15985,P01780,6.26,plasma,5.06,liver,IGHV3-7,IGHV3-7__P01780
15986,P02765,6.26,plasma,5.65,liver,AHSG,AHSG__P02765
15987,O75460,6.26,plasma,4.11,liver,ERN1,ERN1__O75460
15988,P01860,6.26,plasma,5.95,liver,P01860,P01860__P01860
15989,A0A0G2JMB2,6.26,plasma,6.05,liver,IGHA2,IGHA2__A0A0G2JMB2
15990,P08603,6.26,plasma,5.02,liver,CFH,CFH__P08603
15991,P19652,6.26,plasma,6.09,liver,ORM2,ORM2__P19652
15992,P19652,6.26,plasma,6.37,liver,ORM2,ORM2__P19652
15993,P01042,6.26,plasma,5.22,liver,KNG1,KNG1__P01042
15994,P01780,6.26,plasma,5.03,liver,IGHV3-7,IGHV3-7__P01780
15995,P01619,6.26,plasma,5.7,liver,IGKV3-20,IGKV3-20__P01619
15996,P01042,6.26,plasma,5.29,liver,KNG1,KNG1__P01042
15997,A0A0A0MRZ8,6.26,plasma,5.73,liver,IGKV3D-11;IGKV3-11,IGKV3D-11;IGKV3-11__A0A0A0MRZ8
15998,P01042,6.26,plasma,5.29,liver,KNG1,KNG1__P01042
15999,P01042,6.26,plasma,5.19,liver,KNG1,KNG1__P01042
16000,P01860,6.26,plasma,5.75,liver,P01860,P01860__P01860
16001,P04114,6.26,plasma,5.83,liver,APOB,APOB__P04114
16002,A0A0B4J2B5,6.26,plasma,5.54,liver,IGHV3OR16-9,IGHV3OR16-9__A0A0B4J2B5
16003,P04114,6.26,plasma,5.69,liver,APOB,APOB__P04114
16004,P01042,6.26,plasma,5.21,liver,KNG1,KNG1__P01042
16005,P02765,6.26,plasma,5.38,liver,AHSG,AHSG__P02765
16006,P05155,6.26,plasma,5.7,liver,SERPING1,SERPING1__P05155
16007,P68871,6.26,plasma,7.91,liver,HBB,HBB__P68871
16008,P01042,6.26,plasma,5.15,liver,KNG1,KNG1__P01042
16009,P01624,6.26,plasma,5.99,liver,IGKV3-15,IGKV3-15__P01624
16010,P01860,6.26,plasma,5.76,liver,P01860,P01860__P01860
16011,A0A0B4J2B5,6.26,plasma,5.54,liver,IGHV3OR16-9,IGHV3OR16-9__A0A0B4J2B5
16012,A0A286YFJ8,6.26,plasma,5.38,liver,IGHG4,IGHG4__A0A286YFJ8
16013,P01619,6.26,plasma,5.25,liver,IGKV3-20,IGKV3-20__P01619
16014,A0A0B4J2B5,6.26,plasma,5.65,liver,IGHV3OR16-9,IGHV3OR16-9__A0A0B4J2B5
16015,P01042,6.26,plasma,5.21,liver,KNG1,KNG1__P01042
16016,P01042,6.26,plasma,5.16,liver,KNG1,KNG1__P01042
16017,P08603,6.26,plasma,5.14,liver,CFH,CFH__P08603
16018,P01624,6.26,plasma,5.95,liver,IGKV3-15,IGKV3-15__P01624
16019,P02765,6.26,plasma,5.65,liver,AHSG,AHSG__P02765
16020,P01042,6.26,plasma,5.34,liver,KNG1,KNG1__P01042
16021,P01042,6.26,plasma,5.29,liver,KNG1,KNG1__P01042
16022,P02765,6.27,plasma,5.68,liver,AHSG,AHSG__P02765
16023,O15195,6.27,plasma,6.17,liver,VILL,VILL__O15195
16024,P01042,6.27,plasma,5.2,liver,KNG1,KNG1__P01042
16025,O15195,6.27,plasma,6.38,liver,VILL,VILL__O15195
16026,P08603,6.27,plasma,5.04,liver,CFH,CFH__P08603
16027,P08603,6.27,plasma,5.01,liver,CFH,CFH__P08603
16028,P01624,6.27,plasma,5.95,liver,IGKV3-15,IGKV3-15__P01624
16029,O15195,6.27,plasma,6.34,liver,VILL,VILL__O15195
16030,P01619,6.27,plasma,5.95,liver,IGKV3-20,IGKV3-20__P01619
16031,P01619,6.27,plasma,5.53,liver,IGKV3-20,IGKV3-20__P01619
16032,A0A0B4J2B5,6.27,plasma,5.37,liver,IGHV3OR16-9,IGHV3OR16-9__A0A0B4J2B5
16033,P05155,6.27,plasma,5.93,liver,SERPING1,SERPING1__P05155
16034,P01619,6.27,plasma,5.7,liver,IGKV3-20,IGKV3-20__P01619
16035,B4E1Z4,6.27,plasma,5.53,liver,B4E1Z4,B4E1Z4__B4E1Z4
16036,P01619,6.27,plasma,5.79,liver,IGKV3-20,IGKV3-20__P01619
16037,P05155,6.27,plasma,5.64,liver,SERPING1,SERPING1__P05155
16038,A0A0A0MRZ8,6.27,plasma,5.42,liver,IGKV3D-11;IGKV3-11,IGKV3D-11;IGKV3-11__A0A0A0MRZ8
16039,P08603,6.27,plasma,5.04,liver,CFH,CFH__P08603
16040,P08603,6.27,plasma,5.21,liver,CFH,CFH__P08603
16041,P01624,6.27,plasma,5.75,liver,IGKV3-15,IGKV3-15__P01624
16042,A0A0J9YYC8,6.27,plasma,5.43,liver,PRSS2,PRSS2__A0A0J9YYC8
16043,P05155,6.27,plasma,5.74,liver,SERPING1,SERPING1__P05155
16044,P05783,6.27,plasma,7.27,liver,P05783,P05783__P05783
16045,P04217-2,6.27,plasma,5.49,liver,A1BG,A1BG__P04217-2
16046,P01042,6.27,plasma,5.25,liver,KNG1,KNG1__P01042
16047,P01619,6.27,plasma,5.76,liver,IGKV3-20,IGKV3-20__P01619
16048,P05155,6.27,plasma,5.72,liver,SERPING1,SERPING1__P05155
16049,P01700,6.27,plasma,5.43,liver,IGLV1-47,IGLV1-47__P01700
16050,P01860,6.27,plasma,5.63,liver,P01860,P01860__P01860
16051,P01619,6.27,plasma,5.77,liver,IGKV3-20,IGKV3-20__P01619
16052,P01042,6.27,plasma,5.35,liver,KNG1,KNG1__P01042
16053,P02749,6.27,plasma,6.0,liver,APOH,APOH__P02749
16054,P01780,6.27,plasma,5.02,liver,IGHV3-7,IGHV3-7__P01780
16055,A0A075B7D0,6.27,plasma,4.74,liver,IGHV1OR15-1,IGHV1OR15-1__A0A075B7D0
16056,Q9UHD9,6.27,plasma,4.48,liver,UBQLN2;UBQLN1;UBQLN1,UBQLN2;UBQLN1;UBQLN1__Q9UHD9
16057,P06312,6.27,plasma,4.84,liver,IGKV4-1,IGKV4-1__P06312
16058,A0A0A0MRZ8,6.27,plasma,5.67,liver,IGKV3D-11;IGKV3-11,IGKV3D-11;IGKV3-11__A0A0A0MRZ8
16059,P04114,6.27,plasma,5.86,liver,APOB,APOB__P04114
16060,P06312,6.27,plasma,4.94,liver,IGKV4-1,IGKV4-1__P06312
16061,P01042,6.27,plasma,5.16,liver,KNG1,KNG1__P01042
16062,P08603,6.27,plasma,4.93,liver,CFH,CFH__P08603
16063,P01860,6.27,plasma,5.49,liver,P01860,P01860__P01860
16064,P01624,6.27,plasma,5.88,liver,IGKV3-15,IGKV3-15__P01624
16065,P01619,6.27,plasma,6.0,liver,IGKV3-20,IGKV3-20__P01619
16066,P02749,6.27,plasma,5.87,liver,APOH,APOH__P02749
16067,O75460,6.28,plasma,4.27,liver,ERN1,ERN1__O75460
16068,P02765,6.28,plasma,5.71,liver,AHSG,AHSG__P02765
16069,P01619,6.28,plasma,5.75,liver,IGKV3-20,IGKV3-20__P01619
16070,P05155,6.28,plasma,5.79,liver,SERPING1,SERPING1__P05155
16071,P01619,6.28,plasma,5.61,liver,IGKV3-20,IGKV3-20__P01619
16072,C9JF17,6.28,plasma,6.15,liver,APOD,APOD__C9JF17
16073,A0A0B4J2B5,6.28,plasma,5.53,liver,IGHV3OR16-9,IGHV3OR16-9__A0A0B4J2B5
16074,P08603,6.28,plasma,5.13,liver,CFH,CFH__P08603
16075,P02765,6.28,plasma,5.62,liver,AHSG,AHSG__P02765
16076,P04114,6.28,plasma,5.73,liver,APOB,APOB__P04114
16077,P01860,6.28,plasma,5.82,liver,P01860,P01860__P01860
16078,P06312,6.28,plasma,5.21,liver,IGKV4-1,IGKV4-1__P06312
16079,P01042,6.28,plasma,5.3,liver,KNG1,KNG1__P01042
16080,P05155,6.28,plasma,5.64,liver,SERPING1,SERPING1__P05155
16081,D6RD17,6.28,plasma,5.49,liver,D6RD17,D6RD17__D6RD17
16082,P00747,6.28,plasma,5.45,liver,PLG,PLG__P00747
16083,P01780,6.28,plasma,4.78,liver,IGHV3-7,IGHV3-7__P01780
16084,P08603,6.28,plasma,5.31,liver,CFH,CFH__P08603
16085,P01042,6.28,plasma,5.26,liver,KNG1,KNG1__P01042
16086,P01619,6.28,plasma,5.39,liver,IGKV3-20,IGKV3-20__P01619
16087,A0A0B4J2B5,6.28,plasma,5.6,liver,IGHV3OR16-9,IGHV3OR16-9__A0A0B4J2B5
16088,P01619,6.28,plasma,5.66,liver,IGKV3-20,IGKV3-20__P01619
16089,P05155,6.28,plasma,5.87,liver,SERPING1,SERPING1__P05155
16090,P05155,6.28,plasma,5.57,liver,SERPING1,SERPING1__P05155
16091,P08603,6.28,plasma,5.12,liver,CFH,CFH__P08603
16092,P02765,6.28,plasma,5.56,liver,AHSG,AHSG__P02765
16093,P08603,6.28,plasma,5.02,liver,CFH,CFH__P08603
16094,C9JF17,6.28,plasma,6.02,liver,APOD,APOD__C9JF17
16095,P02765,6.28,plasma,5.77,liver,AHSG,AHSG__P02765
16096,P05155,6.28,plasma,5.8,liver,SERPING1,SERPING1__P05155
16097,P05155,6.28,plasma,5.8,liver,SERPING1,SERPING1__P05155
16098,P01619,6.28,plasma,6.44,liver,IGKV3-20,IGKV3-20__P01619
16099,P08603,6.28,plasma,5.13,liver,CFH,CFH__P08603
16100,P02765,6.28,plasma,5.59,liver,AHSG,AHSG__P02765
16101,P05155,6.28,plasma,5.74,liver,SERPING1,SERPING1__P05155
16102,P04217-2,6.28,plasma,5.45,liver,A1BG,A1BG__P04217-2
16103,P02765,6.28,plasma,5.72,liver,AHSG,AHSG__P02765
16104,P05155,6.28,plasma,5.67,liver,SERPING1,SERPING1__P05155
16105,A0A0B4J2B5,6.28,plasma,5.57,liver,IGHV3OR16-9,IGHV3OR16-9__A0A0B4J2B5
16106,A0A0B4J2B5,6.28,plasma,5.44,liver,IGHV3OR16-9,IGHV3OR16-9__A0A0B4J2B5
16107,O15195,6.28,plasma,6.41,liver,VILL,VILL__O15195
16108,P19652,6.28,plasma,6.49,liver,ORM2,ORM2__P19652
16109,P01619,6.28,plasma,5.71,liver,IGKV3-20,IGKV3-20__P01619
16110,B0YIW2,6.29,plasma,6.3,liver,APOC3,APOC3__B0YIW2
16111,P08603,6.29,plasma,5.24,liver,CFH,CFH__P08603
16112,D6RD17,6.29,plasma,5.23,liver,D6RD17,D6RD17__D6RD17
16113,P02765,6.29,plasma,5.65,liver,AHSG,AHSG__P02765
16114,A0A0G2JMB2,6.29,plasma,5.74,liver,IGHA2,IGHA2__A0A0G2JMB2
16115,P08603,6.29,plasma,5.39,liver,CFH,CFH__P08603
16116,B0YIW2,6.29,plasma,6.49,liver,APOC3,APOC3__B0YIW2
16117,A0A0G2JMB2,6.29,plasma,6.1,liver,IGHA2,IGHA2__A0A0G2JMB2
16118,P08603,6.29,plasma,5.1,liver,CFH,CFH__P08603
16119,P02749,6.29,plasma,5.86,liver,APOH,APOH__P02749
16120,P04114,6.29,plasma,5.78,liver,APOB,APOB__P04114
16121,P08603,6.29,plasma,5.05,liver,CFH,CFH__P08603
16122,P01042,6.29,plasma,5.16,liver,KNG1,KNG1__P01042
16123,P02749,6.29,plasma,5.69,liver,APOH,APOH__P02749
16124,P68871,6.29,plasma,7.88,liver,HBB,HBB__P68871
16125,A0A0B4J2B5,6.29,plasma,5.37,liver,IGHV3OR16-9,IGHV3OR16-9__A0A0B4J2B5
16126,P05155,6.29,plasma,5.68,liver,SERPING1,SERPING1__P05155
16127,P01042,6.29,plasma,5.18,liver,KNG1,KNG1__P01042
16128,P01624,6.29,plasma,5.85,liver,IGKV3-15,IGKV3-15__P01624
16129,A0A0B4J2B5,6.29,plasma,5.44,liver,IGHV3OR16-9,IGHV3OR16-9__A0A0B4J2B5
16130,A0A0J9YY99,6.29,plasma,4.82,liver,A0A0J9YY99,A0A0J9YY99__A0A0J9YY99
16131,A0A0B4J2B5,6.29,plasma,5.5,liver,IGHV3OR16-9,IGHV3OR16-9__A0A0B4J2B5
16132,P19652,6.29,plasma,6.17,liver,ORM2,ORM2__P19652
16133,K7ER74,6.29,plasma,6.1,liver,APOC4-APOC2,APOC4-APOC2__K7ER74
16134,P04114,6.29,plasma,5.7,liver,APOB,APOB__P04114
16135,A0A1B0GUU9,6.29,plasma,5.07,liver,IGHM,IGHM__A0A1B0GUU9
16136,A0A075B7D0,6.29,plasma,4.9,liver,IGHV1OR15-1,IGHV1OR15-1__A0A075B7D0
16137,D6RD17,6.29,plasma,5.55,liver,D6RD17,D6RD17__D6RD17
16138,P05155,6.29,plasma,5.87,liver,SERPING1,SERPING1__P05155
16139,O15195,6.29,plasma,5.41,liver,VILL,VILL__O15195
16140,A0A0B4J2B5,6.29,plasma,5.5,liver,IGHV3OR16-9,IGHV3OR16-9__A0A0B4J2B5
16141,P06727,6.29,plasma,5.6,liver,APOA4,APOA4__P06727
16142,V9GYM3,6.29,plasma,6.37,liver,V9GYM3,V9GYM3__V9GYM3
16143,P05155,6.29,plasma,5.81,liver,SERPING1,SERPING1__P05155
16144,P08603,6.29,plasma,5.04,liver,CFH,CFH__P08603
16145,P01042,6.29,plasma,5.26,liver,KNG1,KNG1__P01042
16146,P02765,6.29,plasma,5.57,liver,AHSG,AHSG__P02765
16147,P05155,6.29,plasma,5.66,liver,SERPING1,SERPING1__P05155
16148,B0YIW2,6.29,plasma,6.23,liver,APOC3,APOC3__B0YIW2
16149,P08603,6.29,plasma,4.94,liver,CFH,CFH__P08603
16150,P02749,6.3,plasma,5.72,liver,APOH,APOH__P02749
16151,P01624,6.3,plasma,6.01,liver,IGKV3-15,IGKV3-15__P01624
16152,P08603,6.3,plasma,5.24,liver,CFH,CFH__P08603
16153,P05155,6.3,plasma,5.81,liver,SERPING1,SERPING1__P05155
16154,P08603,6.3,plasma,5.2,liver,CFH,CFH__P08603
16155,P06312,6.3,plasma,4.91,liver,IGKV4-1,IGKV4-1__P06312
16156,P01619,6.3,plasma,5.48,liver,IGKV3-20,IGKV3-20__P01619
16157,P13645,6.3,plasma,5.26,liver,KRT10,KRT10__P13645
16158,A0A0B4J2B5,6.3,plasma,5.52,liver,IGHV3OR16-9,IGHV3OR16-9__A0A0B4J2B5
16159,A0A0B4J2B5,6.3,plasma,5.24,liver,IGHV3OR16-9,IGHV3OR16-9__A0A0B4J2B5
16160,B0YIW2,6.3,plasma,6.15,liver,APOC3,APOC3__B0YIW2
16161,P08603,6.3,plasma,5.09,liver,CFH,CFH__P08603
16162,P05155,6.3,plasma,5.68,liver,SERPING1,SERPING1__P05155
16163,P01780,6.3,plasma,4.9,liver,IGHV3-7,IGHV3-7__P01780
